timestamp,x,y,z
1403715273545333248,1.75644,-0.111994,-1.19925
1403715273555402752,1.75607,-0.111875,-1.19931
1403715273565318400,1.7564,-0.111949,-1.19923
1403715273575313920,1.75635,-0.111874,-1.19929
1403715273585317632,1.75612,-0.111917,-1.19927
1403715273595290880,1.75639,-0.111954,-1.19922
1403715273605326336,1.75632,-0.11183,-1.1993
1403715273615428864,1.7563,-0.111788,-1.19926
1403715273625283328,1.75653,-0.111902,-1.19915
1403715273635372544,1.75615,-0.111903,-1.1992
1403715273645255424,1.7561,-0.111912,-1.19922
1403715273655364096,1.75635,-0.111987,-1.19917
1403715273665273856,1.75645,-0.11193,-1.1992
1403715273675309056,1.75631,-0.111873,-1.19932
1403715273685265152,1.75636,-0.11195,-1.1992
1403715273695244800,1.75643,-0.111885,-1.19922
1403715273705333504,1.75636,-0.1119,-1.19924
1403715273715336960,1.75641,-0.11194,-1.19927
1403715273725387008,1.75635,-0.111983,-1.19921
1403715273735184640,1.75637,-0.111879,-1.19926
1403715273745200896,1.75637,-0.111941,-1.19917
1403715273755291648,1.75602,-0.111919,-1.19923
1403715273765359360,1.75608,-0.111872,-1.19928
1403715273775290112,1.75637,-0.111977,-1.19918
1403715273785217536,1.75636,-0.111867,-1.19923
1403715273795271424,1.75629,-0.111892,-1.19923
1403715273805382912,1.75639,-0.1119,-1.19921
1403715273815270656,1.75633,-0.111966,-1.19919
1403715273825268224,1.75629,-0.111863,-1.19927
1403715273835332608,1.75623,-0.111716,-1.19927
1403715273845406464,1.75629,-0.111997,-1.19862
1403715273855365888,1.75635,-0.11193,-1.19922
1403715273865483008,1.75614,-0.111965,-1.19916
1403715273875336448,1.75618,-0.11195,-1.19925
1403715273885192960,1.75637,-0.111909,-1.19922
1403715273895228160,1.75641,-0.111984,-1.19893
1403715273905492992,1.75654,-0.111971,-1.19914
1403715273915302144,1.7563,-0.11186,-1.19932
1403715273925252096,1.75614,-0.111923,-1.19921
1403715273935318016,1.75647,-0.111898,-1.19921
1403715273945308160,1.75617,-0.111956,-1.19915
1403715273955367680,1.75636,-0.111899,-1.19923
1403715273965401600,1.75626,-0.11183,-1.19935
1403715273975403264,1.75538,-0.111132,-1.2
1403715273985231872,1.75579,-0.11164,-1.19952
1403715273995246848,1.75682,-0.111445,-1.19915
1403715274005536256,1.75648,-0.111494,-1.19903
1403715274015455488,1.75665,-0.111678,-1.19935
1403715274025313536,1.75688,-0.111523,-1.19891
1403715274035252480,1.75593,-0.111723,-1.19969
1403715274045383680,1.75595,-0.111464,-1.1997
1403715274055327744,1.75637,-0.111561,-1.19947
1403715274065289728,1.75618,-0.111565,-1.19958
1403715274075451392,1.75618,-0.111609,-1.19937
1403715274085285632,1.75577,-0.111353,-1.19963
1403715274095286016,1.7563,-0.111595,-1.19942
1403715274105374208,1.75635,-0.111608,-1.19939
1403715274115208704,1.75547,-0.11185,-1.19913
1403715274125274624,1.75612,-0.111558,-1.19949
1403715274135398656,1.7549,-0.111332,-1.20043
1403715274145348352,1.7566,-0.111582,-1.19972
1403715274155363328,1.75534,-0.111504,-1.20002
1403715274165379072,1.75595,-0.111422,-1.19953
1403715274175402752,1.75526,-0.111771,-1.19906
1403715274185331712,1.75627,-0.111598,-1.19946
1403715274195309312,1.75577,-0.110898,-1.20003
1403715274205688320,1.756,-0.1114,-1.19952
1403715274215339776,1.75597,-0.111365,-1.19958
1403715274225302784,1.75618,-0.111449,-1.19967
1403715274235317248,1.75633,-0.111571,-1.19948
1403715274245420288,1.75642,-0.111522,-1.19952
1403715274255420928,1.7561,-0.111432,-1.19953
1403715274265500672,1.75539,-0.11106,-1.20012
1403715274275392768,1.75769,-0.111145,-1.1989
1403715274285268224,1.75657,-0.111704,-1.19956
1403715274295274752,1.75663,-0.111451,-1.1997
1403715274305348864,1.75639,-0.111545,-1.19958
1403715274315400192,1.75507,-0.111061,-1.20018
1403715274325321984,1.75603,-0.111349,-1.19984
1403715274335338240,1.75641,-0.111469,-1.19961
1403715274345284352,1.75606,-0.111341,-1.20002
1403715274355318784,1.75616,-0.111603,-1.19964
1403715274365404416,1.75588,-0.111397,-1.19998
1403715274375462656,1.75643,-0.111572,-1.19962
1403715274385394432,1.75599,-0.111225,-1.20013
1403715274395302912,1.75623,-0.111476,-1.19961
1403715274405290496,1.7558,-0.111437,-1.19969
1403715274415224576,1.75504,-0.111452,-1.20053
1403715274425316608,1.75638,-0.111538,-1.19968
1403715274435302400,1.75577,-0.111525,-1.19953
1403715274445291008,1.75632,-0.111596,-1.19967
1403715274455578112,1.756,-0.111146,-1.20006
1403715274465455616,1.75604,-0.111266,-1.19989
1403715274475416832,1.75622,-0.111422,-1.19955
1403715274485345792,1.75613,-0.111496,-1.19959
1403715274495391232,1.75622,-0.11156,-1.19967
1403715274505463040,1.75698,-0.1116,-1.19911
1403715274515412992,1.75635,-0.111568,-1.1996
1403715274525335808,1.75588,-0.111553,-1.20049
1403715274535424768,1.7562,-0.111651,-1.19966
1403715274545415424,1.75466,-0.111446,-1.1997
1403715274555515392,1.75605,-0.111582,-1.19964
1403715274565309952,1.75631,-0.111004,-1.20019
1403715274575420928,1.75628,-0.111534,-1.19966
1403715274585269760,1.75639,-0.111669,-1.19944
1403715274595264512,1.75614,-0.111641,-1.19967
1403715274605332224,1.75652,-0.111696,-1.19958
1403715274615324928,1.75611,-0.111647,-1.19964
1403715274625404672,1.75569,-0.111429,-1.19966
1403715274635443712,1.75596,-0.111422,-1.19955
1403715274645312512,1.75657,-0.111881,-1.20005
1403715274655331840,1.7561,-0.111527,-1.19959
1403715274665482240,1.75612,-0.111627,-1.19966
1403715274675362304,1.75628,-0.111456,-1.19951
1403715274685285120,1.75611,-0.111594,-1.19955
1403715274695369728,1.75606,-0.111425,-1.19952
1403715274705438720,1.75613,-0.111605,-1.19952
1403715274715293952,1.75648,-0.111454,-1.19948
1403715274725278464,1.75577,-0.111395,-1.19927
1403715274735412224,1.75662,-0.11133,-1.19942
1403715274745266944,1.75565,-0.111131,-1.19988
1403715274755422976,1.75635,-0.110683,-1.19964
1403715274765275392,1.75587,-0.111628,-1.19952
1403715274775313408,1.75707,-0.111193,-1.19934
1403715274785185536,1.75615,-0.111447,-1.19961
1403715274795298048,1.7566,-0.111475,-1.19937
1403715274805390336,1.75584,-0.11156,-1.19959
1403715274815378432,1.75607,-0.111317,-1.19937
1403715274825376768,1.75628,-0.111546,-1.19952
1403715274835353344,1.75571,-0.111156,-1.1997
1403715274845293312,1.75632,-0.111589,-1.19949
1403715274855309056,1.75542,-0.111191,-1.19974
1403715274865262080,1.75555,-0.111157,-1.19975
1403715274875392512,1.7554,-0.11131,-1.19968
1403715274885959168,1.75632,-0.111544,-1.19938
1403715274895469056,1.75624,-0.111708,-1.19952
1403715274905443840,1.75614,-0.111488,-1.19949
1403715274915282176,1.75604,-0.111576,-1.19958
1403715274925316096,1.75589,-0.111381,-1.19962
1403715274935333888,1.75618,-0.1116,-1.19957
1403715274945253376,1.75685,-0.111679,-1.19953
1403715274955343104,1.75576,-0.11156,-1.19957
1403715274965600000,1.75557,-0.111547,-1.19971
1403715274975320064,1.75614,-0.11162,-1.19958
1403715274985365504,1.75673,-0.110749,-1.20052
1403715274995394304,1.75627,-0.111567,-1.19958
1403715275005406208,1.75605,-0.111696,-1.20003
1403715275015335936,1.75609,-0.111595,-1.19959
1403715275025333760,1.75466,-0.111131,-1.20079
1403715275035395584,1.75616,-0.111501,-1.19961
1403715275045258240,1.75621,-0.1112,-1.19918
1403715275055385344,1.75587,-0.111299,-1.19979
1403715275065422848,1.7563,-0.111873,-1.19935
1403715275075315456,1.7557,-0.111275,-1.19986
1403715275085324032,1.75587,-0.111407,-1.19956
1403715275095293184,1.75611,-0.111705,-1.19949
1403715275105389312,1.75587,-0.111357,-1.19968
1403715275115299328,1.75693,-0.111775,-1.19975
1403715275125315328,1.75576,-0.111601,-1.19961
1403715275135390720,1.75618,-0.11194,-1.19955
1403715275145295360,1.75603,-0.111477,-1.19971
1403715275155333376,1.7551,-0.111317,-1.19963
1403715275165599232,1.75609,-0.111636,-1.19959
1403715275175406592,1.75431,-0.110877,-1.20043
1403715275185308928,1.75584,-0.111612,-1.19955
1403715275195409152,1.75668,-0.111307,-1.19911
1403715275205375488,1.75572,-0.111511,-1.19964
1403715275215375616,1.75531,-0.111163,-1.19988
1403715275225338112,1.75577,-0.111519,-1.19961
1403715275235361792,1.75572,-0.111342,-1.19969
1403715275245263104,1.75651,-0.11173,-1.1996
1403715275255441408,1.75606,-0.111538,-1.19949
1403715275265296128,1.75608,-0.111109,-1.20026
1403715275275198208,1.75607,-0.111492,-1.19963
1403715275285380864,1.75411,-0.111447,-1.19997
1403715275295330560,1.75611,-0.111572,-1.19963
1403715275305392384,1.75543,-0.111629,-1.2003
1403715275315308800,1.756,-0.111546,-1.19962
1403715275325324032,1.75592,-0.111113,-1.19986
1403715275335290624,1.75601,-0.111543,-1.19964
1403715275345293312,1.75574,-0.111547,-1.19964
1403715275355289344,1.75537,-0.111223,-1.19955
1403715275365315584,1.75577,-0.110957,-1.20001
1403715275375258624,1.75582,-0.111095,-1.20011
1403715275385178368,1.7559,-0.111471,-1.19953
1403715275395237888,1.75512,-0.11147,-1.20001
1403715275405277952,1.75561,-0.11124,-1.19999
1403715275415234304,1.756,-0.111648,-1.20023
1403715275425310464,1.7561,-0.111612,-1.19959
1403715275435333120,1.75599,-0.111116,-1.19981
1403715275445312256,1.75589,-0.111325,-1.19973
1403715275455319040,1.75583,-0.111578,-1.19956
1403715275465263360,1.75626,-0.111671,-1.19997
1403715275475324928,1.75601,-0.111526,-1.19902
1403715275485310208,1.75519,-0.111043,-1.20022
1403715275495256064,1.75614,-0.11142,-1.19958
1403715275505343488,1.75524,-0.111934,-1.19926
1403715275515298304,1.75604,-0.111616,-1.19958
1403715275525312000,1.75615,-0.111615,-1.19981
1403715275535344896,1.7559,-0.111463,-1.19968
1403715275545290752,1.75587,-0.111487,-1.19937
1403715275555476992,1.75623,-0.11165,-1.19995
1403715275565359104,1.75605,-0.111743,-1.19986
1403715275575339776,1.75527,-0.111105,-1.20009
1403715275585411328,1.7559,-0.111497,-1.19902
1403715275595368704,1.75693,-0.111377,-1.19971
1403715275605356288,1.75571,-0.111456,-1.19957
1403715275615305216,1.75584,-0.111732,-1.19993
1403715275625421824,1.75666,-0.111759,-1.19961
1403715275635429632,1.75649,-0.111448,-1.19941
1403715275645327872,1.75547,-0.111209,-1.20008
1403715275655499008,1.75615,-0.111643,-1.19956
1403715275665423872,1.75538,-0.111117,-1.20003
1403715275675379968,1.75546,-0.11137,-1.19931
1403715275685387008,1.75594,-0.111695,-1.19962
1403715275695393280,1.75624,-0.111536,-1.19919
1403715275705465088,1.75586,-0.111673,-1.19932
1403715275715364352,1.75624,-0.11174,-1.19933
1403715275725411328,1.75715,-0.111284,-1.19901
1403715275735393792,1.75562,-0.111416,-1.19967
1403715275745338880,1.75601,-0.111564,-1.19963
1403715275755446528,1.75591,-0.111559,-1.19966
1403715275765371904,1.75626,-0.111617,-1.19956
1403715275775304960,1.75614,-0.111593,-1.19964
1403715275785332224,1.75601,-0.11144,-1.19964
1403715275795331072,1.75542,-0.111827,-1.19921
1403715275805408256,1.75507,-0.111037,-1.19996
1403715275815417600,1.75677,-0.111384,-1.199
1403715275830104064,1.75564,-0.111526,-1.2002
1403715275835244288,1.75568,-0.111547,-1.1996
1403715275845298432,1.75612,-0.111665,-1.2
1403715275855395328,1.75603,-0.111594,-1.19951
1403715275865331200,1.75576,-0.111462,-1.19944
1403715275875356416,1.75558,-0.111164,-1.19963
1403715275885418240,1.75622,-0.111461,-1.19954
1403715275895385856,1.75527,-0.111067,-1.19997
1403715275905378560,1.7566,-0.111397,-1.19936
1403715275915265280,1.75545,-0.111026,-1.19994
1403715275925414144,1.75602,-0.111448,-1.19946
1403715275935368704,1.75588,-0.111183,-1.19968
1403715275945252864,1.75543,-0.111037,-1.19913
1403715275955539968,1.75606,-0.111362,-1.19913
1403715275965426688,1.75614,-0.111532,-1.19917
1403715275975357696,1.75579,-0.111281,-1.19965
1403715275985297664,1.75602,-0.111478,-1.1991
1403715275995361024,1.75623,-0.111527,-1.19939
1403715276005368576,1.75569,-0.111423,-1.19983
1403715276015388160,1.75516,-0.110879,-1.19965
1403715276025392896,1.75588,-0.111187,-1.19938
1403715276035367424,1.7561,-0.111377,-1.19949
1403715276045329408,1.75619,-0.111372,-1.19913
1403715276055396096,1.75584,-0.111469,-1.19885
1403715276065346816,1.75611,-0.110809,-1.19962
1403715276075304448,1.75609,-0.111209,-1.19934
1403715276085434112,1.75579,-0.111077,-1.19904
1403715276095361280,1.75626,-0.111387,-1.19945
1403715276105432064,1.75622,-0.111215,-1.19953
1403715276115382272,1.75553,-0.111475,-1.19916
1403715276125341184,1.75656,-0.111132,-1.19931
1403715276135286016,1.75627,-0.111374,-1.19936
1403715276145284352,1.75582,-0.111217,-1.19957
1403715276155317504,1.75619,-0.111431,-1.19935
1403715276165347584,1.75656,-0.111303,-1.19954
1403715276175336192,1.75609,-0.111175,-1.19921
1403715276185401856,1.75586,-0.111267,-1.19898
1403715276195717632,1.7561,-0.111141,-1.19941
1403715276205405952,1.75619,-0.111243,-1.19951
1403715276215402752,1.75655,-0.111188,-1.19894
1403715276225424640,1.75602,-0.111369,-1.19951
1403715276235380480,1.757,-0.111671,-1.19944
1403715276245299968,1.75631,-0.111426,-1.19949
1403715276255581952,1.75588,-0.111286,-1.19945
1403715276265486336,1.75607,-0.111659,-1.1992
1403715276275319552,1.75595,-0.111198,-1.19966
1403715276285403648,1.75605,-0.111445,-1.19957
1403715276295357952,1.75475,-0.110773,-1.20002
1403715276305442560,1.75592,-0.111448,-1.19954
1403715276315410432,1.75604,-0.111274,-1.20011
1403715276325385216,1.75574,-0.111344,-1.19921
1403715276335346688,1.75594,-0.111327,-1.19937
1403715276345432832,1.75458,-0.111139,-1.20066
1403715276355453184,1.75629,-0.111378,-1.19957
1403715276365314560,1.75637,-0.111679,-1.19937
1403715276375399168,1.75616,-0.111407,-1.19934
1403715276385499904,1.75602,-0.11146,-1.19945
1403715276395363072,1.75568,-0.111304,-1.19977
1403715276405378304,1.75536,-0.111039,-1.19991
1403715276415449856,1.75597,-0.111101,-1.19994
1403715276425400320,1.75642,-0.111412,-1.19974
1403715276435349760,1.75682,-0.111828,-1.19947
1403715276445332992,1.7556,-0.111072,-1.19994
1403715276455474944,1.75549,-0.111282,-1.19967
1403715276465414912,1.75569,-0.111368,-1.19961
1403715276475421440,1.7559,-0.111421,-1.19976
1403715276485397248,1.75508,-0.110947,-1.19901
1403715276495426560,1.75659,-0.111202,-1.19955
1403715276505410816,1.75745,-0.11134,-1.19882
1403715276515451136,1.75557,-0.111231,-1.19956
1403715276525362432,1.75636,-0.111426,-1.19924
1403715276535335424,1.75556,-0.111167,-1.19982
1403715276545332480,1.75614,-0.111392,-1.19925
1403715276555493120,1.75615,-0.111201,-1.19909
1403715276565324288,1.75643,-0.111444,-1.19893
1403715276575315200,1.75585,-0.111285,-1.19919
1403715276585390336,1.7562,-0.111184,-1.19925
1403715276595450624,1.75649,-0.111212,-1.19938
1403715276605505792,1.75591,-0.111623,-1.19968
1403715276615316480,1.75615,-0.111256,-1.19937
1403715276625386752,1.75614,-0.111287,-1.19928
1403715276635497728,1.75638,-0.111447,-1.19968
1403715276645345792,1.75619,-0.1113,-1.19948
1403715276655368704,1.75508,-0.110731,-1.19933
1403715276665328640,1.75622,-0.111211,-1.19935
1403715276675413248,1.7556,-0.111138,-1.20021
1403715276685458432,1.75601,-0.111375,-1.19943
1403715276695308544,1.75623,-0.111286,-1.19975
1403715276705414144,1.75612,-0.111302,-1.19944
1403715276715405568,1.75596,-0.111333,-1.19935
1403715276725353984,1.75622,-0.111324,-1.19933
1403715276735343104,1.75594,-0.111257,-1.19924
1403715276745445888,1.75653,-0.111366,-1.19903
1403715276755408896,1.75489,-0.111163,-1.19916
1403715276765498112,1.75607,-0.111312,-1.19959
1403715276775351040,1.75674,-0.111041,-1.1989
1403715276785411840,1.75625,-0.111229,-1.19917
1403715276795307008,1.75611,-0.111245,-1.19924
1403715276805405184,1.75615,-0.111247,-1.19927
1403715276815399424,1.75613,-0.111185,-1.19933
1403715276825348864,1.75661,-0.111306,-1.19931
1403715276835297792,1.75645,-0.111352,-1.19909
1403715276845396224,1.75674,-0.11094,-1.19957
1403715276855486720,1.75606,-0.110959,-1.20026
1403715276865392896,1.75665,-0.110929,-1.19925
1403715276875270144,1.75628,-0.110771,-1.19924
1403715276893048320,1.75569,-0.110811,-1.19906
1403715276895249408,1.75657,-0.111064,-1.19928
1403715276905478912,1.75611,-0.110873,-1.19925
1403715276915336448,1.75611,-0.110918,-1.19919
1403715276925400832,1.75601,-0.110818,-1.1991
1403715276935407872,1.75667,-0.110886,-1.19901
1403715276945432320,1.7557,-0.111223,-1.19885
1403715276955396352,1.75627,-0.110952,-1.19919
1403715276965475328,1.75623,-0.111032,-1.19896
1403715276975494144,1.75608,-0.111027,-1.19896
1403715276985371648,1.75612,-0.110953,-1.1991
1403715276995304960,1.75613,-0.11103,-1.19899
1403715277005436672,1.75611,-0.111027,-1.19899
1403715277015581696,1.75547,-0.11097,-1.19963
1403715277025424896,1.75663,-0.110888,-1.19907
1403715277035356928,1.75614,-0.110906,-1.19902
1403715277045320704,1.75586,-0.110731,-1.19926
1403715277055468288,1.75622,-0.110892,-1.19869
1403715277065451776,1.75608,-0.110899,-1.19906
1403715277075453440,1.75584,-0.110758,-1.1992
1403715277085355264,1.75516,-0.110171,-1.19957
1403715277095307008,1.75637,-0.111038,-1.19879
1403715277105433344,1.75623,-0.110803,-1.19902
1403715277115378176,1.75628,-0.110819,-1.19898
1403715277125416192,1.7559,-0.110326,-1.19921
1403715277135447040,1.7558,-0.110624,-1.19929
1403715277145319936,1.75622,-0.110825,-1.19901
1403715277155355648,1.75595,-0.110651,-1.19914
1403715277165386752,1.75662,-0.110622,-1.19942
1403715277175290368,1.7562,-0.110749,-1.19905
1403715277185446144,1.75615,-0.110751,-1.19895
1403715277195294720,1.75621,-0.110708,-1.19925
1403715277205438208,1.75588,-0.110479,-1.19924
1403715277215374592,1.75617,-0.110646,-1.19952
1403715277225317376,1.75592,-0.110417,-1.19932
1403715277235679744,1.7564,-0.110547,-1.19881
1403715277245503744,1.75608,-0.110641,-1.1991
1403715277255414272,1.756,-0.110327,-1.19957
1403715277265451520,1.7561,-0.110668,-1.1991
1403715277275496448,1.75605,-0.110631,-1.19918
1403715277285393920,1.75597,-0.110471,-1.19929
